Redshift,K-band mag,K-band dmag
 0.163, 20.665, 0.278
 0.158, 20.718, 0.291
 0.197, 18.368, 0.038
 0.187, 19.215, 0.080
 0.190, 20.692, 0.285
 0.181, 21.946, 0.726
 0.125, 20.491, 0.242
 0.196, 21.113, 0.397
 0.199, 18.141, 0.031
 0.159, 21.102, 0.394
 0.112, 20.526, 0.249
 0.102, 20.030, 0.164
 0.174, 18.891, 0.060
 0.192, 21.951, 0.729
 0.131, 16.792, 0.009
 0.179, 21.588, 0.566
 0.071, 18.466, 0.041
 0.192, 21.750, 0.635
 0.058, 11.646, 0.000
 0.076, 20.024, 0.163
 0.167, 15.841, 0.004
 0.180, 21.987, 0.746
 0.185, 17.229, 0.013
 0.117, 20.773, 0.304
 0.180, 21.331, 0.469
 0.093, 21.188, 0.421
 0.115, 18.879, 0.060
 0.156, 21.827, 0.669
 0.180, 17.384, 0.015
 0.145, 21.148, 0.408
 0.157, 19.725, 0.126
 0.171, 21.478, 0.523
 0.117, 19.961, 0.154
 0.181, 20.413, 0.226
 0.149, 20.580, 0.260
 0.171, 18.692, 0.050
 0.106, 15.515, 0.003
 0.160, 20.362, 0.217
 0.198, 20.397, 0.223
 0.101, 19.387, 0.094
 0.164, 19.675, 0.121
 0.167, 21.499, 0.531
 0.069, 20.632, 0.271
 0.166, 18.641, 0.048
 0.190, 20.355, 0.216
 0.103, 16.189, 0.005
 0.070, 21.319, 0.465
 0.126, 18.703, 0.051
 0.119, 21.411, 0.497
 0.116, 13.777, 0.001
 0.172, 21.925, 0.716
 0.149, 16.889, 0.010
 0.166, 19.525, 0.106
 0.183, 21.422, 0.502
 0.197, 17.134, 0.012
 0.181, 20.840, 0.321
 0.084, 20.734, 0.295
 0.149, 19.112, 0.073
 0.188, 21.627, 0.582
 0.049, 20.682, 0.282
 0.093, 17.670, 0.020
 0.120, 20.101, 0.174
 0.090, 21.835, 0.673
 0.156, 16.108, 0.005
 0.016, 13.553, 0.000
 0.091, 21.824, 0.668
 0.155, 18.417, 0.039
 0.151, 17.564, 0.018
 0.174, 17.396, 0.016
 0.195, 20.638, 0.273
 0.120, 17.370, 0.015
 0.174, 20.380, 0.220
 0.130, 16.953, 0.010
 0.154, 21.544, 0.548
 0.107, 20.268, 0.201
 0.140, 19.227, 0.081
 0.091, 20.116, 0.176
 0.056, 16.839, 0.009
 0.138, 21.873, 0.691
 0.132, 15.859, 0.004
 0.131, 15.522, 0.003
 0.169, 14.346, 0.001
 0.144, 21.399, 0.493
 0.177, 19.713, 0.125
 0.182, 20.492, 0.242
 0.089, 19.990, 0.158
 0.187, 18.431, 0.040
 0.164, 20.930, 0.344
 0.199, 20.004, 0.160
 0.161, 20.846, 0.322
 0.193, 17.018, 0.011
 0.090, 17.474, 0.017
 0.165, 19.717, 0.125
 0.085, 21.573, 0.560
 0.101, 19.014, 0.067
 0.089, 18.428, 0.040
 0.098, 16.190, 0.005
 0.200, 20.128, 0.178
 0.161, 18.148, 0.031
 0.162, 15.839, 0.004
 0.090, 20.870, 0.328
 0.153, 16.932, 0.010
 0.033, 21.358, 0.478
 0.191, 21.548, 0.550
 0.046, 21.353, 0.477
 0.123, 21.399, 0.493
 0.154, 21.627, 0.582
 0.092, 19.749, 0.129
 0.107, 16.971, 0.011
 0.198, 19.723, 0.126
 0.186, 21.627, 0.582
 0.184, 15.861, 0.004
 0.151, 20.323, 0.210
 0.063, 21.438, 0.508
 0.135, 20.244, 0.196
 0.082, 17.381, 0.015
 0.149, 20.788, 0.308
 0.058, 21.972, 0.739
 0.157, 21.420, 0.501
 0.126, 20.616, 0.268
 0.104, 13.656, 0.000
 0.130, 18.859, 0.059
 0.125, 20.846, 0.322
 0.127, 20.547, 0.253
 0.182, 21.417, 0.500
 0.185, 18.284, 0.035
 0.091, 20.562, 0.256
 0.149, 20.477, 0.239
 0.196, 20.044, 0.166
 0.199, 19.546, 0.108
 0.142, 21.399, 0.493
 0.094, 21.299, 0.458
 0.108, 21.886, 0.697
 0.121, 20.567, 0.257
 0.138, 19.401, 0.095
 0.147, 16.703, 0.008
 0.188, 19.204, 0.080
 0.185, 20.908, 0.339
 0.084, 20.966, 0.354
 0.097, 21.649, 0.591
 0.127, 17.913, 0.025
 0.181, 20.040, 0.165
 0.191, 18.135, 0.030
 0.140, 14.718, 0.001
 0.164, 15.076, 0.002
 0.164, 21.268, 0.447
 0.041, 21.354, 0.477
 0.193, 21.864, 0.687
 0.049, 19.943, 0.152
 0.175, 16.095, 0.005
 0.157, 21.709, 0.617
 0.133, 17.812, 0.023
 0.132, 20.144, 0.181
 0.089, 16.651, 0.008
 0.193, 14.605, 0.001
 0.103, 15.717, 0.003
 0.101, 21.182, 0.419
 0.106, 18.422, 0.039
 0.199, 21.166, 0.414
 0.147, 15.010, 0.002
 0.167, 20.387, 0.221
 0.179, 21.950, 0.728
 0.165, 19.014, 0.067
 0.078, 17.632, 0.019
 0.157, 18.174, 0.032
 0.117, 19.114, 0.074
 0.165, 21.950, 0.728
 0.128, 21.528, 0.542
 0.077, 19.622, 0.115
 0.193, 15.452, 0.003
 0.053, 21.914, 0.710
 0.082, 16.162, 0.005
 0.107, 20.414, 0.227
 0.055, 16.384, 0.006
 0.142, 20.207, 0.191
 0.057, 19.551, 0.108
 0.101, 21.730, 0.626
 0.086, 14.750, 0.001
 0.118, 21.047, 0.377
 0.186, 17.607, 0.019
 0.139, 20.459, 0.235
 0.135, 21.866, 0.687
 0.125, 19.984, 0.158
 0.189, 20.930, 0.344
 0.199, 16.738, 0.008
 0.030, 18.150, 0.031
 0.187, 18.295, 0.035
 0.196, 20.488, 0.241
 0.163, 16.601, 0.007
 0.181, 21.619, 0.579
 0.025, 19.554, 0.109
 0.199, 21.708, 0.616
 0.171, 18.244, 0.034
 0.170, 19.288, 0.086
 0.130, 21.920, 0.714
 0.060, 21.356, 0.478
 0.145, 17.134, 0.012
 0.035, 21.945, 0.725
 0.146, 19.918, 0.149
 0.144, 14.503, 0.001
 0.139, 19.394, 0.094
 0.130, 21.782, 0.649
 0.059, 19.132, 0.075
 0.151, 19.660, 0.119
 0.068, 21.134, 0.404
 0.141, 19.551, 0.108
 0.196, 17.043, 0.011
 0.100, 21.599, 0.570
 0.036, 21.933, 0.719
 0.147, 20.517, 0.247
 0.085, 20.075, 0.170
 0.053, 17.774, 0.022
 0.111, 20.926, 0.343
 0.026, 19.700, 0.123
 0.076, 16.194, 0.005
 0.197, 19.752, 0.129
 0.130, 21.521, 0.539
 0.179, 18.724, 0.052
 0.126, 19.110, 0.073
 0.188, 18.705, 0.051
 0.192, 19.225, 0.081
 0.164, 15.951, 0.004
 0.136, 21.013, 0.368
 0.114, 17.684, 0.020
 0.104, 21.995, 0.750
 0.106, 17.567, 0.018
 0.173, 20.718, 0.291
 0.037, 16.141, 0.005
 0.194, 20.908, 0.338
 0.183, 16.841, 0.009
 0.113, 21.230, 0.435
 0.090, 20.576, 0.259
 0.046, 17.711, 0.021
 0.151, 20.629, 0.270
 0.194, 17.477, 0.017
 0.194, 17.818, 0.023
 0.109, 19.561, 0.109
 0.192, 18.125, 0.030
 0.176, 21.709, 0.617
 0.142, 21.368, 0.482
 0.199, 17.480, 0.017
 0.168, 19.471, 0.101
 0.161, 21.114, 0.398
 0.188, 19.091, 0.072
 0.191, 14.123, 0.001
 0.114, 19.503, 0.104
 0.120, 21.372, 0.483
 0.035, 18.471, 0.041
 0.174, 20.941, 0.348
 0.160, 17.087, 0.012
 0.161, 19.224, 0.081
 0.067, 21.067, 0.383
 0.139, 18.614, 0.047
 0.175, 16.326, 0.006
 0.077, 19.504, 0.104
 0.194, 18.300, 0.035
 0.197, 21.327, 0.467
 0.125, 20.767, 0.302
 0.137, 21.185, 0.420
 0.112, 21.581, 0.563
 0.195, 20.960, 0.352
 0.158, 12.232, 0.000
 0.080, 15.115, 0.002
 0.115, 15.083, 0.002
 0.142, 20.049, 0.167
 0.142, 19.817, 0.136
 0.156, 18.388, 0.038
 0.109, 20.303, 0.207
 0.142, 19.618, 0.115
 0.049, 18.283, 0.035
 0.184, 19.229, 0.081
 0.122, 15.331, 0.002
 0.167, 19.297, 0.087
 0.191, 18.711, 0.051
 0.187, 17.106, 0.012
 0.198, 20.350, 0.215
 0.086, 21.335, 0.470
 0.164, 16.602, 0.008
 0.149, 18.341, 0.037
 0.063, 21.820, 0.666
 0.129, 20.560, 0.256
 0.175, 18.894, 0.060
 0.114, 19.809, 0.135
 0.064, 19.975, 0.156
 0.103, 20.031, 0.164
 0.174, 18.228, 0.033
 0.167, 19.673, 0.120
 0.071, 16.072, 0.005
 0.181, 19.386, 0.094
 0.191, 21.633, 0.584
 0.191, 21.269, 0.447
 0.165, 19.347, 0.090
 0.195, 21.411, 0.497
 0.124, 20.973, 0.356
 0.162, 21.500, 0.531
 0.143, 19.812, 0.136
 0.165, 18.657, 0.049
 0.168, 14.040, 0.001
 0.126, 21.801, 0.658
 0.087, 20.174, 0.185
 0.126, 19.939, 0.152
 0.163, 17.179, 0.013
 0.139, 19.654, 0.118
 0.172, 20.784, 0.307
 0.148, 19.255, 0.083
 0.158, 15.010, 0.002
 0.114, 20.841, 0.321
 0.067, 20.485, 0.240
 0.195, 18.238, 0.033
 0.088, 14.005, 0.001
 0.172, 17.901, 0.025
 0.168, 20.868, 0.328
 0.166, 17.660, 0.020
 0.159, 18.177, 0.032
 0.171, 21.541, 0.547
 0.138, 18.957, 0.064
 0.155, 21.169, 0.415
 0.197, 17.208, 0.013
 0.191, 16.948, 0.010
 0.144, 19.791, 0.133
 0.171, 19.445, 0.099
 0.028, 19.977, 0.157
 0.171, 21.364, 0.480
 0.142, 21.207, 0.427
 0.193, 21.921, 0.714
 0.124, 16.488, 0.007
 0.096, 15.301, 0.002
 0.155, 19.106, 0.073
 0.130, 21.673, 0.601
 0.184, 21.933, 0.719
 0.059, 19.606, 0.114
 0.062, 20.973, 0.356
 0.182, 21.482, 0.524
 0.110, 20.628, 0.270
 0.131, 20.114, 0.176
 0.191, 17.665, 0.020
 0.137, 19.199, 0.079
 0.189, 18.791, 0.055
 0.169, 20.325, 0.210
 0.140, 19.969, 0.156
 0.117, 20.272, 0.201
 0.116, 17.353, 0.015
 0.195, 21.716, 0.620
 0.019, 18.925, 0.062
 0.161, 13.966, 0.001
 0.138, 21.376, 0.485
 0.147, 17.502, 0.017
 0.162, 19.302, 0.087
 0.194, 17.047, 0.011
 0.198, 16.042, 0.004
 0.125, 21.274, 0.449
 0.130, 21.680, 0.604
 0.194, 20.011, 0.161
 0.182, 19.884, 0.145
 0.159, 21.487, 0.526
 0.143, 21.319, 0.465
 0.140, 14.596, 0.001
 0.071, 20.663, 0.278
 0.190, 19.859, 0.142
 0.194, 21.970, 0.738
 0.168, 18.666, 0.049
 0.130, 20.806, 0.312
 0.061, 21.460, 0.516
 0.143, 20.359, 0.216
 0.162, 21.597, 0.570
 0.104, 20.292, 0.205
 0.160, 18.077, 0.029
 0.148, 20.974, 0.356
 0.012, 18.915, 0.062
 0.135, 15.798, 0.004
 0.058, 21.163, 0.413
 0.189, 19.282, 0.085
 0.194, 14.939, 0.002
 0.144, 19.453, 0.099
 0.189, 21.962, 0.734
 0.068, 21.890, 0.699
 0.190, 21.074, 0.385
 0.083, 19.703, 0.124
 0.104, 20.311, 0.208
 0.192, 21.683, 0.606
 0.182, 15.337, 0.002
 0.176, 17.660, 0.020
 0.190, 20.968, 0.355
 0.199, 21.474, 0.521
 0.133, 21.641, 0.588
 0.158, 20.954, 0.351
 0.176, 21.924, 0.715
 0.108, 20.812, 0.314
 0.172, 16.826, 0.009
 0.155, 17.278, 0.014
 0.129, 21.534, 0.544
 0.101, 20.649, 0.275
 0.181, 21.147, 0.408
 0.175, 15.761, 0.003
 0.184, 14.855, 0.002
 0.144, 14.364, 0.001
 0.095, 17.281, 0.014
 0.075, 21.571, 0.559
 0.089, 16.705, 0.008
 0.169, 20.413, 0.226
 0.159, 19.315, 0.088
 0.129, 20.115, 0.176
 0.158, 21.193, 0.422
 0.129, 17.482, 0.017
 0.177, 20.956, 0.352
 0.188, 15.692, 0.003
 0.087, 20.444, 0.232
 0.074, 20.491, 0.241
 0.132, 20.732, 0.294
 0.181, 21.864, 0.687
 0.168, 16.744, 0.009
 0.049, 21.458, 0.515
 0.063, 19.659, 0.119
 0.171, 17.847, 0.023
 0.132, 17.834, 0.023
 0.110, 15.056, 0.002
 0.095, 20.231, 0.194
 0.156, 16.002, 0.004
 0.168, 15.004, 0.002
 0.178, 18.447, 0.040
 0.175, 19.571, 0.110
 0.094, 20.378, 0.220
 0.060, 21.009, 0.366
 0.087, 20.332, 0.212
 0.172, 21.914, 0.710
 0.186, 19.305, 0.087
 0.198, 16.236, 0.005
 0.194, 20.435, 0.231
 0.198, 19.384, 0.093
 0.186, 21.494, 0.529
 0.140, 18.055, 0.028
 0.103, 21.040, 0.375
 0.132, 20.826, 0.317
 0.142, 16.431, 0.006
 0.144, 17.847, 0.023
 0.198, 17.980, 0.026
 0.191, 18.790, 0.055
 0.171, 20.649, 0.275
 0.058, 18.589, 0.046
 0.140, 20.571, 0.258
 0.160, 15.726, 0.003
 0.090, 21.063, 0.382
 0.192, 20.253, 0.198
 0.107, 19.970, 0.156
 0.107, 21.886, 0.697
 0.180, 18.715, 0.051
 0.064, 11.507, 0.000
 0.131, 20.266, 0.200
 0.144, 18.803, 0.056
 0.164, 17.432, 0.016
 0.198, 20.354, 0.216
 0.193, 19.763, 0.130
 0.118, 16.185, 0.005
 0.054, 19.933, 0.151
 0.181, 21.620, 0.579
 0.106, 20.481, 0.240
 0.138, 21.799, 0.657
 0.170, 17.622, 0.019
 0.110, 21.922, 0.714
 0.182, 15.454, 0.003
 0.177, 14.679, 0.001
 0.148, 15.953, 0.004
 0.178, 20.691, 0.284
 0.153, 21.457, 0.515
 0.187, 19.433, 0.098
 0.145, 21.649, 0.591
 0.154, 21.586, 0.565
 0.191, 17.281, 0.014
 0.151, 21.629, 0.583
 0.152, 18.346, 0.037
 0.142, 21.870, 0.690
 0.147, 21.132, 0.403
 0.190, 19.195, 0.079
 0.164, 17.335, 0.015
 0.186, 16.570, 0.007
 0.136, 21.379, 0.486
 0.172, 21.772, 0.645
 0.159, 18.429, 0.040
 0.144, 17.853, 0.024
 0.112, 20.197, 0.189
 0.084, 17.976, 0.026
 0.179, 20.785, 0.307
 0.197, 19.275, 0.085
 0.143, 21.687, 0.607
 0.101, 21.114, 0.398
 0.063, 21.944, 0.725
 0.183, 20.667, 0.279
 0.143, 21.966, 0.736
 0.143, 19.967, 0.155
 0.170, 20.436, 0.231
 0.172, 21.281, 0.452
 0.179, 16.532, 0.007
 0.193, 18.915, 0.062
 0.157, 20.163, 0.183
 0.147, 18.105, 0.030
 0.127, 15.959, 0.004
 0.142, 21.356, 0.477
 0.129, 16.093, 0.005
 0.197, 21.069, 0.384
 0.156, 21.059, 0.381
 0.166, 19.463, 0.100
 0.176, 21.453, 0.513
 0.087, 21.610, 0.575
 0.148, 14.149, 0.001
 0.193, 19.548, 0.108
 0.140, 18.547, 0.044
 0.130, 16.620, 0.008
 0.079, 19.665, 0.120
 0.079, 21.076, 0.386
 0.031, 20.819, 0.315
 0.178, 16.620, 0.008
 0.185, 20.728, 0.293
 0.065, 13.200, 0.000
 0.189, 21.848, 0.679
 0.063, 15.174, 0.002
 0.138, 19.632, 0.116
 0.179, 21.145, 0.407
 0.198, 18.732, 0.052
 0.160, 14.378, 0.001
 0.128, 21.838, 0.675
 0.173, 18.672, 0.050
 0.185, 21.624, 0.581
 0.147, 21.140, 0.405
 0.152, 19.861, 0.142
 0.072, 21.917, 0.712
 0.145, 19.947, 0.153
 0.155, 19.897, 0.146
 0.167, 14.823, 0.001
 0.184, 21.155, 0.410
 0.175, 21.759, 0.639
 0.150, 19.414, 0.096
 0.193, 18.188, 0.032
 0.193, 16.574, 0.007
 0.130, 16.457, 0.007
 0.132, 20.475, 0.238
 0.145, 20.522, 0.248
 0.188, 16.804, 0.009
 0.106, 21.036, 0.374
 0.110, 17.684, 0.020
 0.180, 17.959, 0.026
 0.182, 19.501, 0.104
 0.167, 21.371, 0.483
 0.154, 15.468, 0.003
 0.141, 15.020, 0.002
 0.153, 21.770, 0.644
 0.184, 16.262, 0.005
 0.137, 21.732, 0.627
 0.136, 21.500, 0.531
 0.158, 21.651, 0.592
 0.189, 17.309, 0.014
 0.077, 21.880, 0.694
 0.194, 18.545, 0.044
 0.059, 19.820, 0.137
 0.108, 19.106, 0.073
 0.163, 19.698, 0.123
 0.169, 20.850, 0.323
 0.150, 21.125, 0.401
 0.181, 21.053, 0.379
 0.057, 20.996, 0.363
 0.081, 21.419, 0.501
 0.200, 16.079, 0.005
 0.094, 19.862, 0.142
 0.152, 19.434, 0.098
 0.157, 19.997, 0.159
 0.109, 16.403, 0.006
 0.104, 18.996, 0.066
 0.192, 18.371, 0.038
 0.049, 21.181, 0.419
 0.163, 21.688, 0.608
 0.188, 20.963, 0.354
 0.183, 14.213, 0.001
 0.147, 21.687, 0.607
 0.136, 16.585, 0.007
 0.106, 20.587, 0.261
 0.147, 20.044, 0.166
 0.189, 21.993, 0.749
 0.134, 17.605, 0.019
 0.132, 20.922, 0.342
 0.180, 20.119, 0.177
 0.081, 21.565, 0.557
 0.189, 20.579, 0.260
 0.165, 15.425, 0.003
 0.177, 18.980, 0.065
 0.153, 20.169, 0.184
 0.134, 20.939, 0.347
 0.107, 20.548, 0.253
 0.180, 21.649, 0.591
 0.090, 16.299, 0.006
 0.152, 18.986, 0.066
 0.192, 20.679, 0.282
 0.157, 20.478, 0.239
 0.088, 16.296, 0.006
 0.176, 20.066, 0.169
 0.200, 20.329, 0.211
 0.171, 21.974, 0.740
 0.149, 19.781, 0.132
 0.159, 20.313, 0.208
 0.144, 19.115, 0.074
 0.178, 21.891, 0.700
 0.119, 20.603, 0.265
 0.178, 17.949, 0.026
 0.194, 20.620, 0.268
 0.184, 20.636, 0.272
 0.134, 21.903, 0.705
 0.177, 15.925, 0.004
 0.144, 21.617, 0.578
 0.142, 16.784, 0.009
 0.120, 21.120, 0.399
 0.025, 19.599, 0.113
 0.152, 21.888, 0.698
 0.155, 21.440, 0.508
 0.165, 19.761, 0.130
 0.126, 19.822, 0.137
 0.139, 18.905, 0.061
 0.123, 15.245, 0.002
 0.058, 18.642, 0.048
 0.196, 19.629, 0.116
 0.188, 21.689, 0.608
 0.156, 19.541, 0.107
 0.175, 21.812, 0.663
 0.139, 21.729, 0.625
 0.198, 19.153, 0.076
 0.167, 21.046, 0.377
 0.177, 21.478, 0.523
 0.036, 21.000, 0.364
 0.131, 19.553, 0.108
 0.119, 15.785, 0.004
 0.154, 19.891, 0.145
 0.156, 18.160, 0.031
 0.121, 16.809, 0.009
 0.086, 21.955, 0.730
 0.141, 19.357, 0.091
 0.091, 21.907, 0.707
 0.167, 15.402, 0.002
 0.157, 21.621, 0.579
 0.176, 18.677, 0.050
 0.196, 21.967, 0.736
 0.193, 21.382, 0.487
 0.181, 21.285, 0.453
 0.198, 20.787, 0.307
 0.188, 20.484, 0.240
 0.158, 21.016, 0.369
 0.079, 20.411, 0.226
 0.110, 20.807, 0.312
 0.119, 15.949, 0.004
 0.140, 17.842, 0.023
 0.152, 18.756, 0.053
 0.150, 21.088, 0.390
 0.107, 18.379, 0.038
 0.094, 21.033, 0.373
 0.155, 19.851, 0.140
 0.182, 19.820, 0.137
 0.197, 21.103, 0.394
 0.148, 21.568, 0.558
 0.111, 20.250, 0.197
 0.191, 21.359, 0.479
 0.062, 19.542, 0.107
 0.130, 21.900, 0.704
 0.145, 20.287, 0.204
 0.159, 19.251, 0.083
 0.105, 17.514, 0.017
 0.162, 16.505, 0.007
 0.106, 18.163, 0.031
 0.185, 16.920, 0.010
 0.125, 21.648, 0.591
 0.138, 17.334, 0.015
 0.182, 21.455, 0.514
 0.170, 12.528, 0.000
 0.145, 20.195, 0.189
 0.172, 17.742, 0.021
 0.099, 20.828, 0.317
 0.096, 16.836, 0.009
 0.181, 20.559, 0.255
 0.051, 21.397, 0.492
 0.107, 17.965, 0.026
 0.127, 13.295, 0.000
 0.101, 19.368, 0.092
 0.047, 17.197, 0.013
 0.125, 21.795, 0.655
 0.149, 21.621, 0.579
 0.191, 20.123, 0.177
 0.082, 17.235, 0.013
 0.113, 21.630, 0.583
 0.151, 21.343, 0.473
 0.197, 17.744, 0.021
 0.196, 17.932, 0.025
 0.164, 18.547, 0.044
 0.085, 21.350, 0.475
 0.091, 21.985, 0.745
 0.106, 19.172, 0.077
 0.156, 21.533, 0.544
 0.197, 20.502, 0.244
 0.114, 21.680, 0.604
 0.057, 13.453, 0.000
 0.125, 17.989, 0.027
 0.088, 16.220, 0.005
 0.074, 21.565, 0.557
 0.152, 21.491, 0.528
 0.169, 21.337, 0.471
 0.189, 21.629, 0.583
 0.180, 19.727, 0.126
 0.090, 21.482, 0.524
 0.198, 20.829, 0.318
 0.165, 20.107, 0.175
 0.165, 20.105, 0.175
 0.194, 21.235, 0.436
 0.159, 14.940, 0.002
 0.147, 21.008, 0.366
 0.128, 19.659, 0.119
 0.173, 21.991, 0.748
 0.188, 19.897, 0.146
 0.164, 21.758, 0.638
 0.101, 20.546, 0.253
 0.070, 18.892, 0.060
 0.122, 21.797, 0.656
 0.162, 19.960, 0.154
 0.144, 21.977, 0.741
 0.097, 21.944, 0.725
 0.182, 17.527, 0.017
 0.074, 21.884, 0.696
 0.182, 20.782, 0.306
 0.179, 20.832, 0.319
 0.021, 19.854, 0.141
 0.183, 19.929, 0.150
 0.196, 21.268, 0.447
 0.081, 18.811, 0.056
 0.145, 18.990, 0.066
 0.169, 20.183, 0.187
 0.154, 20.770, 0.303
 0.170, 21.621, 0.580
 0.193, 19.303, 0.087
 0.121, 21.234, 0.436
 0.149, 21.991, 0.748
 0.145, 15.751, 0.003
 0.150, 16.703, 0.008
 0.133, 21.455, 0.514
 0.057, 16.964, 0.010
 0.192, 14.125, 0.001
 0.160, 20.179, 0.186
 0.168, 19.124, 0.074
 0.172, 15.800, 0.004
 0.089, 20.310, 0.208
 0.072, 21.718, 0.621
 0.150, 21.930, 0.718
 0.114, 21.992, 0.749
 0.163, 19.014, 0.067
 0.034, 20.838, 0.320
 0.101, 18.233, 0.033
 0.105, 21.643, 0.589
 0.187, 21.341, 0.472
 0.162, 19.865, 0.142
 0.184, 18.684, 0.050
 0.121, 21.894, 0.701
 0.099, 20.529, 0.249
 0.105, 21.592, 0.567
 0.098, 19.572, 0.110
 0.132, 16.589, 0.007
 0.195, 21.316, 0.463
 0.191, 21.234, 0.436
 0.129, 20.946, 0.349
 0.060, 15.568, 0.003
 0.140, 21.010, 0.367
 0.117, 17.719, 0.021
 0.183, 20.662, 0.278
 0.189, 19.238, 0.082
 0.044, 21.059, 0.381
 0.181, 13.276, 0.000
 0.178, 20.103, 0.174
 0.162, 19.747, 0.128
 0.118, 20.643, 0.274
 0.060, 16.360, 0.006
 0.160, 13.854, 0.001
 0.188, 19.553, 0.108
 0.129, 21.471, 0.520
 0.189, 20.555, 0.255
 0.168, 19.636, 0.117
 0.098, 21.986, 0.745
 0.159, 17.349, 0.015
 0.172, 19.901, 0.147
 0.147, 19.120, 0.074
 0.177, 20.066, 0.169
 0.099, 21.878, 0.693
 0.133, 19.775, 0.132
 0.153, 21.824, 0.668
 0.199, 21.570, 0.559
 0.144, 20.743, 0.297
 0.114, 18.581, 0.046
 0.150, 19.486, 0.102
 0.168, 21.857, 0.683
 0.172, 20.369, 0.218
 0.143, 20.642, 0.273
 0.195, 21.479, 0.523
 0.161, 20.685, 0.283
 0.173, 19.035, 0.069
 0.140, 13.714, 0.001
 0.166, 19.974, 0.156
 0.084, 21.295, 0.456
 0.187, 20.011, 0.161
 0.198, 19.870, 0.143
 0.160, 20.472, 0.238
 0.174, 19.020, 0.068
 0.141, 19.990, 0.158
 0.148, 19.752, 0.129
 0.188, 20.950, 0.350
 0.087, 21.738, 0.629
 0.167, 20.658, 0.277
 0.155, 20.018, 0.162
 0.080, 21.937, 0.721
 0.120, 21.805, 0.659
 0.087, 21.760, 0.639
 0.121, 20.761, 0.301
 0.197, 20.546, 0.253
 0.155, 21.545, 0.549
 0.105, 19.175, 0.078
 0.043, 18.033, 0.028
 0.167, 20.002, 0.160
 0.121, 21.469, 0.519
 0.096, 20.191, 0.188
 0.189, 20.185, 0.187
 0.166, 19.854, 0.141
 0.064, 15.095, 0.002
 0.061, 19.886, 0.145
 0.163, 13.711, 0.001
 0.049, 18.437, 0.040
 0.137, 21.118, 0.399
 0.088, 17.817, 0.023
 0.173, 20.862, 0.326
 0.174, 21.903, 0.705
 0.190, 21.053, 0.379
 0.104, 18.295, 0.035
 0.135, 17.896, 0.024
 0.112, 19.636, 0.117
 0.191, 21.724, 0.623
 0.074, 20.812, 0.314
 0.172, 21.730, 0.626
 0.143, 18.391, 0.038
 0.174, 20.254, 0.198
 0.095, 15.888, 0.004
 0.112, 21.675, 0.602
 0.073, 12.251, 0.000
 0.180, 21.533, 0.544
 0.054, 21.354, 0.477
 0.109, 15.462, 0.003
 0.127, 19.283, 0.085
 0.113, 19.649, 0.118
 0.104, 21.533, 0.544
 0.146, 21.102, 0.394
 0.048, 20.562, 0.256
 0.153, 18.784, 0.055
 0.051, 19.063, 0.070
 0.079, 18.927, 0.062
 0.180, 18.363, 0.037
 0.050, 20.088, 0.172
 0.118, 21.746, 0.633
 0.156, 21.395, 0.492
 0.137, 19.266, 0.084
 0.115, 18.246, 0.034
 0.120, 16.744, 0.009
 0.175, 21.776, 0.646
 0.168, 19.869, 0.143
 0.146, 21.305, 0.460
 0.103, 21.745, 0.633
 0.112, 19.900, 0.147
 0.196, 15.338, 0.002
 0.113, 20.550, 0.254
 0.070, 21.125, 0.401
 0.199, 21.278, 0.450
 0.127, 20.850, 0.323
 0.167, 20.737, 0.295
 0.093, 18.384, 0.038
 0.191, 19.125, 0.074
 0.184, 19.527, 0.106
 0.098, 19.400, 0.095
 0.195, 21.737, 0.629
 0.142, 20.183, 0.187
 0.074, 18.213, 0.033
 0.117, 20.677, 0.281
 0.107, 14.621, 0.001
 0.194, 21.409, 0.497
 0.160, 20.011, 0.161
 0.188, 17.106, 0.012
 0.198, 19.705, 0.124
 0.189, 13.172, 0.000
 0.085, 20.442, 0.232
 0.183, 20.640, 0.273
 0.179, 17.474, 0.017
 0.064, 15.941, 0.004
 0.155, 21.283, 0.452
 0.153, 21.068, 0.384
 0.046, 12.712, 0.000
 0.106, 18.922, 0.062
 0.132, 21.585, 0.565
 0.186, 18.523, 0.043
 0.116, 18.546, 0.044
 0.079, 19.108, 0.073
 0.149, 20.780, 0.306
 0.133, 17.223, 0.013
 0.138, 19.124, 0.074
 0.127, 16.511, 0.007
 0.153, 19.841, 0.139
 0.127, 21.267, 0.447
 0.184, 18.854, 0.058
 0.109, 16.609, 0.008
 0.128, 20.151, 0.182
 0.152, 15.259, 0.002
 0.152, 21.378, 0.486
 0.066, 15.711, 0.003
 0.081, 17.898, 0.025
 0.066, 20.396, 0.223
 0.163, 15.409, 0.003
 0.196, 21.787, 0.651
 0.165, 19.431, 0.097
 0.132, 15.927, 0.004
 0.188, 18.993, 0.066
 0.196, 21.565, 0.557
 0.153, 14.957, 0.002
 0.048, 19.841, 0.139
 0.168, 20.518, 0.247
 0.125, 16.628, 0.008
 0.187, 20.836, 0.320
 0.052, 18.996, 0.066
 0.161, 21.024, 0.371
 0.121, 20.338, 0.213
 0.118, 21.330, 0.468
 0.108, 19.328, 0.089
 0.107, 21.121, 0.400
 0.081, 17.954, 0.026
 0.112, 17.717, 0.021
 0.102, 18.407, 0.039
 0.155, 20.537, 0.251
 0.138, 17.786, 0.022
 0.144, 19.272, 0.085
